Name,Producer,Ram Type,Size_Bin
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,64GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,64GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,64GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,64GB
"Team Group T-Force Xtreem gold, DDR4-3866, CL18 - 8 GB Kit",Team Group,DDR4,8GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,16GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,16GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,32GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,32GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,16GB
"Team Group Xtreem ""8Pack Edition""",Team Group,DDR4,32GB
"Team Group Xtreem silver, DDR4-3866, CL18 - 8 GB Kit",Team Group,DDR4,8GB
Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,Thermaltake,DDR4,16GB
Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,Thermaltake,DDR4,16GB
Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,Thermaltake,DDR4,16GB
